cement,blast,fly,water,superplas,coarse_agg,fine_agg,age
4.390000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999999773e+02,7.078999999999999773e+02,3.000000000000000000e+00
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,3.000000000000000000e+00
3.740000000000000000e+02,1.891999999999999886e+02,0.000000000000000000e+00,1.700999999999999943e+02,1.009999999999999964e+01,9.261000000000000227e+02,7.567000000000000455e+02,7.000000000000000000e+00
3.133000000000000114e+02,2.621999999999999886e+02,0.000000000000000000e+00,1.755000000000000000e+02,8.599999999999999645e+00,1.046900000000000091e+03,6.117999999999999545e+02,7.000000000000000000e+00
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,7.000000000000000000e+00
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.514000000000000057e+02,1.860000000000000142e+01,9.360000000000000000e+02,8.037000000000000455e+02,7.000000000000000000e+00
4.750000000000000000e+02,1.187999999999999972e+02,0.000000000000000000e+00,1.810999999999999943e+02,8.900000000000000355e+00,8.521000000000000227e+02,7.815000000000000000e+02,7.000000000000000000e+00
4.690000000000000000e+02,1.172000000000000028e+02,0.000000000000000000e+00,1.378000000000000114e+02,3.220000000000000284e+01,8.521000000000000227e+02,8.405000000000000000e+02,7.000000000000000000e+00
5.312999999999999545e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.418000000000000114e+02,2.819999999999999929e+01,8.521000000000000227e+02,8.937000000000000455e+02,7.000000000000000000e+00
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,7.000000000000000000e+00
3.236999999999999886e+02,2.828000000000000114e+02,0.000000000000000000e+00,1.838000000000000114e+02,1.030000000000000071e+01,9.427000000000000455e+02,6.598999999999999773e+02,7.000000000000000000e+00
2.863000000000000114e+02,2.009000000000000057e+02,0.000000000000000000e+00,1.446999999999999886e+02,1.119999999999999929e+01,1.004600000000000023e+03,8.037000000000000455e+02,7.000000000000000000e+00
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,7.000000000000000000e+00
4.390000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999999773e+02,7.078999999999999773e+02,7.000000000000000000e+00
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,7.000000000000000000e+00
3.378999999999999773e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.749000000000000057e+02,9.500000000000000000e+00,9.447000000000000455e+02,7.557999999999999545e+02,7.000000000000000000e+00
3.133000000000000114e+02,2.621999999999999886e+02,0.000000000000000000e+00,1.755000000000000000e+02,8.599999999999999645e+00,1.046900000000000091e+03,6.117999999999999545e+02,2.800000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.514000000000000057e+02,1.860000000000000142e+01,9.360000000000000000e+02,8.037000000000000455e+02,2.800000000000000000e+01
3.750000000000000000e+02,9.379999999999999716e+01,0.000000000000000000e+00,1.265999999999999943e+02,2.339999999999999858e+01,8.521000000000000227e+02,9.926000000000000227e+02,2.800000000000000000e+01
4.750000000000000000e+02,1.187999999999999972e+02,0.000000000000000000e+00,1.810999999999999943e+02,8.900000000000000355e+00,8.521000000000000227e+02,7.815000000000000000e+02,2.800000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,2.800000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,2.800000000000000000e+01
4.018000000000000114e+02,9.470000000000000284e+01,0.000000000000000000e+00,1.474000000000000057e+02,1.140000000000000036e+01,9.467999999999999545e+02,8.521000000000000227e+02,2.800000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
3.236999999999999886e+02,2.828000000000000114e+02,0.000000000000000000e+00,1.838000000000000114e+02,1.030000000000000071e+01,9.427000000000000455e+02,6.598999999999999773e+02,2.800000000000000000e+01
3.795000000000000000e+02,1.511999999999999886e+02,0.000000000000000000e+00,1.539000000000000057e+02,1.590000000000000036e+01,1.134299999999999955e+03,6.050000000000000000e+02,2.800000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
4.390000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999999773e+02,7.078999999999999773e+02,2.800000000000000000e+01
3.898999999999999773e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.459000000000000057e+02,2.200000000000000000e+01,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
3.378999999999999773e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.749000000000000057e+02,9.500000000000000000e+00,9.447000000000000455e+02,7.557999999999999545e+02,2.800000000000000000e+01
3.740000000000000000e+02,1.891999999999999886e+02,0.000000000000000000e+00,1.700999999999999943e+02,1.009999999999999964e+01,9.261000000000000227e+02,7.567000000000000455e+02,5.600000000000000000e+01
3.750000000000000000e+02,9.379999999999999716e+01,0.000000000000000000e+00,1.265999999999999943e+02,2.339999999999999858e+01,8.521000000000000227e+02,9.926000000000000227e+02,5.600000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,5.600000000000000000e+01
3.886000000000000227e+02,9.709999999999999432e+01,0.000000000000000000e+00,1.579000000000000057e+02,1.209999999999999964e+01,8.521000000000000227e+02,9.257000000000000455e+02,5.600000000000000000e+01
5.312999999999999545e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.418000000000000114e+02,2.819999999999999929e+01,8.521000000000000227e+02,8.937000000000000455e+02,5.600000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,5.600000000000000000e+01
4.018000000000000114e+02,9.470000000000000284e+01,0.000000000000000000e+00,1.474000000000000057e+02,1.140000000000000036e+01,9.467999999999999545e+02,8.521000000000000227e+02,5.600000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,5.600000000000000000e+01
3.236999999999999886e+02,2.828000000000000114e+02,0.000000000000000000e+00,1.838000000000000114e+02,1.030000000000000071e+01,9.427000000000000455e+02,6.598999999999999773e+02,5.600000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,5.600000000000000000e+01
3.133000000000000114e+02,2.621999999999999886e+02,0.000000000000000000e+00,1.755000000000000000e+02,8.599999999999999645e+00,1.046900000000000091e+03,6.117999999999999545e+02,9.100000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,9.100000000000000000e+01
3.750000000000000000e+02,9.379999999999999716e+01,0.000000000000000000e+00,1.265999999999999943e+02,2.339999999999999858e+01,8.521000000000000227e+02,9.926000000000000227e+02,9.100000000000000000e+01
4.690000000000000000e+02,1.172000000000000028e+02,0.000000000000000000e+00,1.378000000000000114e+02,3.220000000000000284e+01,8.521000000000000227e+02,8.405000000000000000e+02,9.100000000000000000e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,9.100000000000000000e+01
3.188000000000000114e+02,2.125000000000000000e+02,0.000000000000000000e+00,1.556999999999999886e+02,1.430000000000000071e+01,8.521000000000000227e+02,8.803999999999999773e+02,9.100000000000000000e+01
4.018000000000000114e+02,9.470000000000000284e+01,0.000000000000000000e+00,1.474000000000000057e+02,1.140000000000000036e+01,9.467999999999999545e+02,8.521000000000000227e+02,9.100000000000000000e+01
3.795000000000000000e+02,1.511999999999999886e+02,0.000000000000000000e+00,1.539000000000000057e+02,1.590000000000000036e+01,1.134299999999999955e+03,6.050000000000000000e+02,9.100000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
4.390000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999999773e+02,7.078999999999999773e+02,9.100000000000000000e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000057e+02,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
3.378999999999999773e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.749000000000000057e+02,9.500000000000000000e+00,9.447000000000000455e+02,7.557999999999999545e+02,9.100000000000000000e+01
2.223600000000000136e+02,0.000000000000000000e+00,9.667000000000000171e+01,1.892899999999999920e+02,4.459999999999999964e+00,9.670800000000000409e+02,8.703200000000000500e+02,3.000000000000000000e+00
2.223600000000000136e+02,0.000000000000000000e+00,9.667000000000000171e+01,1.892899999999999920e+02,4.459999999999999964e+00,9.670800000000000409e+02,8.703200000000000500e+02,1.400000000000000000e+01
2.338100000000000023e+02,0.000000000000000000e+00,9.457999999999999829e+01,1.978899999999999864e+02,4.567000000000000171e+00,9.470399999999999636e+02,8.521599999999999682e+02,3.000000000000000000e+00
2.338100000000000023e+02,0.000000000000000000e+00,9.457999999999999829e+01,1.978899999999999864e+02,4.567000000000000171e+00,9.470399999999999636e+02,8.521599999999999682e+02,2.800000000000000000e+01
1.946800000000000068e+02,0.000000000000000000e+00,1.005199999999999960e+02,1.656200000000000045e+02,7.480000000000000426e+00,1.006399999999999977e+03,9.058999999999999773e+02,1.400000000000000000e+01
1.946800000000000068e+02,0.000000000000000000e+00,1.005199999999999960e+02,1.656200000000000045e+02,7.480000000000000426e+00,1.006399999999999977e+03,9.058999999999999773e+02,5.600000000000000000e+01
1.906800000000000068e+02,0.000000000000000000e+00,1.254000000000000057e+02,1.621399999999999864e+02,7.769999999999999574e+00,1.090000000000000000e+03,8.040099999999999909e+02,3.000000000000000000e+00
1.906800000000000068e+02,0.000000000000000000e+00,1.254000000000000057e+02,1.621399999999999864e+02,7.769999999999999574e+00,1.090000000000000000e+03,8.040099999999999909e+02,2.800000000000000000e+01
1.906800000000000068e+02,0.000000000000000000e+00,1.254000000000000057e+02,1.621399999999999864e+02,7.769999999999999574e+00,1.090000000000000000e+03,8.040099999999999909e+02,1.000000000000000000e+02
2.120699999999999932e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.803100000000000023e+02,5.690000000000000391e+00,1.057599999999999909e+03,7.793200000000000500e+02,1.400000000000000000e+01
2.120699999999999932e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.803100000000000023e+02,5.690000000000000391e+00,1.057599999999999909e+03,7.793200000000000500e+02,5.600000000000000000e+01
2.299699999999999989e+02,0.000000000000000000e+00,1.183100000000000023e+02,1.954699999999999989e+02,4.629999999999999893e+00,1.029400000000000091e+03,7.585900000000000318e+02,3.000000000000000000e+00
2.299699999999999989e+02,0.000000000000000000e+00,1.183100000000000023e+02,1.954699999999999989e+02,4.629999999999999893e+00,1.029400000000000091e+03,7.585900000000000318e+02,5.600000000000000000e+01
2.299699999999999989e+02,0.000000000000000000e+00,1.183100000000000023e+02,1.954699999999999989e+02,4.629999999999999893e+00,1.029400000000000091e+03,7.585900000000000318e+02,1.000000000000000000e+02
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.618499999999999943e+02,9.880000000000000782e+00,1.088099999999999909e+03,8.025900000000000318e+02,2.800000000000000000e+01
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.618499999999999943e+02,9.880000000000000782e+00,1.088099999999999909e+03,8.025900000000000318e+02,5.600000000000000000e+01
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.618499999999999943e+02,9.880000000000000782e+00,1.088099999999999909e+03,8.025900000000000318e+02,1.000000000000000000e+02
1.660900000000000034e+02,0.000000000000000000e+00,1.632700000000000102e+02,1.764600000000000080e+02,4.490000000000000213e+00,1.058599999999999909e+03,7.800900000000000318e+02,3.000000000000000000e+00
1.660900000000000034e+02,0.000000000000000000e+00,1.632700000000000102e+02,1.764600000000000080e+02,4.490000000000000213e+00,1.058599999999999909e+03,7.800900000000000318e+02,2.800000000000000000e+01
1.660900000000000034e+02,0.000000000000000000e+00,1.632700000000000102e+02,1.764600000000000080e+02,4.490000000000000213e+00,1.058599999999999909e+03,7.800900000000000318e+02,1.000000000000000000e+02
1.679499999999999886e+02,4.207999999999999829e+01,1.638300000000000125e+02,1.217500000000000000e+02,5.719999999999999751e+00,1.058700000000000045e+03,7.801100000000000136e+02,1.400000000000000000e+01
1.679499999999999886e+02,4.207999999999999829e+01,1.638300000000000125e+02,1.217500000000000000e+02,5.719999999999999751e+00,1.058700000000000045e+03,7.801100000000000136e+02,2.800000000000000000e+01
1.679499999999999886e+02,4.207999999999999829e+01,1.638300000000000125e+02,1.217500000000000000e+02,5.719999999999999751e+00,1.058700000000000045e+03,7.801100000000000136e+02,5.600000000000000000e+01
1.679499999999999886e+02,4.207999999999999829e+01,1.638300000000000125e+02,1.217500000000000000e+02,5.719999999999999751e+00,1.058700000000000045e+03,7.801100000000000136e+02,1.000000000000000000e+02
2.137199999999999989e+02,9.804999999999999716e+01,2.451000000000000156e+01,1.817100000000000080e+02,6.860000000000000320e+00,1.065799999999999955e+03,7.853799999999999955e+02,5.600000000000000000e+01
2.137599999999999909e+02,9.806000000000000227e+01,2.451999999999999957e+01,1.817400000000000091e+02,6.650000000000000355e+00,1.066000000000000000e+03,7.855199999999999818e+02,3.000000000000000000e+00
2.137599999999999909e+02,9.806000000000000227e+01,2.451999999999999957e+01,1.817400000000000091e+02,6.650000000000000355e+00,1.066000000000000000e+03,7.855199999999999818e+02,5.600000000000000000e+01
2.380500000000000114e+02,0.000000000000000000e+00,9.410999999999999943e+01,1.866599999999999966e+02,7.000000000000000000e+00,9.499099999999999682e+02,8.470099999999999909e+02,3.000000000000000000e+00
2.380500000000000114e+02,0.000000000000000000e+00,9.410999999999999943e+01,1.866599999999999966e+02,7.000000000000000000e+00,9.499099999999999682e+02,8.470099999999999909e+02,2.800000000000000000e+01
2.380500000000000114e+02,0.000000000000000000e+00,9.410999999999999943e+01,1.866599999999999966e+02,7.000000000000000000e+00,9.499099999999999682e+02,8.470099999999999909e+02,1.000000000000000000e+02
2.125200000000000102e+02,0.000000000000000000e+00,1.003700000000000045e+02,1.593199999999999932e+02,8.710000000000000853e+00,1.007799999999999955e+03,9.035900000000000318e+02,3.000000000000000000e+00
2.125200000000000102e+02,0.000000000000000000e+00,1.003700000000000045e+02,1.593199999999999932e+02,8.710000000000000853e+00,1.007799999999999955e+03,9.035900000000000318e+02,2.800000000000000000e+01
2.125200000000000102e+02,0.000000000000000000e+00,1.003700000000000045e+02,1.593199999999999932e+02,8.710000000000000853e+00,1.007799999999999955e+03,9.035900000000000318e+02,5.600000000000000000e+01
2.125699999999999932e+02,0.000000000000000000e+00,1.003900000000000006e+02,1.593499999999999943e+02,1.036999999999999922e+01,1.003799999999999955e+03,9.037899999999999636e+02,3.000000000000000000e+00
2.125699999999999932e+02,0.000000000000000000e+00,1.003900000000000006e+02,1.593499999999999943e+02,1.036999999999999922e+01,1.003799999999999955e+03,9.037899999999999636e+02,1.400000000000000000e+01
2.120000000000000000e+02,0.000000000000000000e+00,1.247800000000000011e+02,1.590000000000000000e+02,7.839999999999999858e+00,1.085400000000000091e+03,7.995399999999999636e+02,1.400000000000000000e+01
2.317500000000000000e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.739600000000000080e+02,6.719999999999999751e+00,1.056400000000000091e+03,7.784500000000000455e+02,3.000000000000000000e+00
2.317500000000000000e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.739600000000000080e+02,6.719999999999999751e+00,1.056400000000000091e+03,7.784500000000000455e+02,1.000000000000000000e+02
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,3.000000000000000000e+00
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,1.400000000000000000e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,2.800000000000000000e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,5.600000000000000000e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,6.349999999999999645e+00,1.028400000000000091e+03,7.577300000000000182e+02,1.400000000000000000e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,6.349999999999999645e+00,1.028400000000000091e+03,7.577300000000000182e+02,2.800000000000000000e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,6.349999999999999645e+00,1.028400000000000091e+03,7.577300000000000182e+02,5.600000000000000000e+01
1.813799999999999955e+02,0.000000000000000000e+00,1.670099999999999909e+02,1.695900000000000034e+02,7.559999999999999609e+00,1.055599999999999909e+03,7.777999999999999545e+02,3.000000000000000000e+00
1.813799999999999955e+02,0.000000000000000000e+00,1.670099999999999909e+02,1.695900000000000034e+02,7.559999999999999609e+00,1.055599999999999909e+03,7.777999999999999545e+02,2.800000000000000000e+01
1.813799999999999955e+02,0.000000000000000000e+00,1.670099999999999909e+02,1.695900000000000034e+02,7.559999999999999609e+00,1.055599999999999909e+03,7.777999999999999545e+02,5.600000000000000000e+01
1.813799999999999955e+02,0.000000000000000000e+00,1.670099999999999909e+02,1.695900000000000034e+02,7.559999999999999609e+00,1.055599999999999909e+03,7.777999999999999545e+02,1.000000000000000000e+02
