cement,blast,fly,water,superplas,coarse_agg,fine_agg,age,ccs
1.839000000000000057e+02,1.225999999999999943e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.592000000000000455e+02,8.000000000000000000e+02,2.800000000000000000e+01,2.404616497600000002e+01
3.040000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,2.800000000000000000e+01,4.781378164800000263e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00,1.069000000000000000e+03,7.540000000000000000e+02,7.000000000000000000e+00,2.116001843999999821e+01
1.730000000000000000e+02,1.160000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.467999999999999545e+02,8.567999999999999545e+02,3.000000000000000000e+00,6.940954891999999710e+00
3.795000000000000000e+02,1.511999999999999886e+02,0.000000000000000000e+00,1.539000000000000057e+02,1.590000000000000036e+01,1.134299999999999955e+03,6.050000000000000000e+02,3.000000000000000000e+00,2.859946447999999819e+01
2.125200000000000102e+02,0.000000000000000000e+00,1.003700000000000045e+02,1.593199999999999932e+02,8.710000000000000853e+00,1.007799999999999955e+03,9.035900000000000318e+02,1.400000000000000000e+01,2.631040415999999738e+01
1.668000000000000114e+02,2.501999999999999886e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.756000000000000227e+02,6.926000000000000227e+02,2.800000000000000000e+01,3.394772981199999862e+01
1.946800000000000068e+02,0.000000000000000000e+00,1.005199999999999960e+02,1.656200000000000045e+02,7.480000000000000426e+00,1.006399999999999977e+03,9.058999999999999773e+02,2.800000000000000000e+01,2.572434956000000028e+01
4.750000000000000000e+02,1.187999999999999972e+02,0.000000000000000000e+00,1.810999999999999943e+02,8.900000000000000355e+00,8.521000000000000227e+02,7.815000000000000000e+02,3.000000000000000000e+00,3.779707432000000011e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.970000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,7.810000000000000000e+02,9.000000000000000000e+01,3.517017075999999776e+01
2.730000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+01,1.990000000000000000e+02,1.100000000000000000e+01,9.310000000000000000e+02,7.620000000000000000e+02,2.800000000000000000e+01,3.223989775999999807e+01
1.738100000000000023e+02,9.337000000000000455e+01,1.599000000000000057e+02,1.723400000000000034e+02,9.730000000000000426e+00,1.007200000000000045e+03,7.466000000000000227e+02,2.800000000000000000e+01,3.781086383999999612e+01
4.750000000000000000e+02,0.000000000000000000e+00,5.900000000000000000e+01,1.420000000000000000e+02,1.899999999999999911e+00,1.098000000000000000e+03,6.410000000000000000e+02,2.800000000000000000e+01,5.722650799999999549e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,3.000000000000000000e+00,3.339821743999999626e+01
4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,0.000000000000000000e+00,1.025000000000000000e+03,7.450000000000000000e+02,7.000000000000000000e+00,3.014389071999999814e+01
5.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,3.000000000000000000e+00,3.379811352000000113e+01
4.275000000000000000e+02,4.750000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,7.000000000000000000e+00,3.507640202399999652e+01
2.660000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,3.650000000000000000e+02,5.290831981199999490e+01
2.840000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00,1.680000000000000000e+02,7.000000000000000000e+00,9.700000000000000000e+02,7.940000000000000000e+02,2.800000000000000000e+01,4.093419011999999668e+01
3.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,8.170000000000000000e+02,2.800000000000000000e+01,2.175296780000000041e+01
1.540000000000000000e+02,1.440000000000000000e+02,1.120000000000000000e+02,2.200000000000000000e+02,1.000000000000000000e+01,9.230000000000000000e+02,6.580000000000000000e+02,2.800000000000000000e+01,1.649916067999999925e+01
2.500000000000000000e+02,0.000000000000000000e+00,9.568999999999999773e+01,1.874199999999999875e+02,5.530000000000000249e+00,9.568600000000000136e+02,8.611699999999999591e+02,1.000000000000000000e+02,4.234761591999999553e+01
1.738100000000000023e+02,9.337000000000000455e+01,1.599000000000000057e+02,1.723400000000000034e+02,9.730000000000000426e+00,1.007200000000000045e+03,7.466000000000000227e+02,1.000000000000000000e+02,5.093848687999999925e+01
5.050000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+01,1.950000000000000000e+02,0.000000000000000000e+00,1.030000000000000000e+03,6.300000000000000000e+02,2.800000000000000000e+01,6.401784659999999860e+01
2.149000000000000057e+02,5.379999999999999716e+01,1.218900000000000006e+02,1.556299999999999955e+02,9.609999999999999432e+00,1.014299999999999955e+03,7.805800000000000409e+02,2.800000000000000000e+01,5.220022795999999943e+01
4.460000000000000000e+02,2.400000000000000000e+01,7.900000000000000000e+01,1.620000000000000000e+02,1.030000000000000071e+01,9.670000000000000000e+02,7.120000000000000000e+02,2.800000000000000000e+01,5.338612667999999672e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,5.600000000000000000e+01,6.430053175999999837e+01
2.840000000000000000e+02,1.500000000000000000e+01,1.410000000000000000e+02,1.790000000000000000e+02,5.459999999999999964e+00,8.420000000000000000e+02,8.010000000000000000e+02,5.600000000000000000e+01,4.452045028472931421e+01
3.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,7.390000000000000000e+02,2.800000000000000000e+01,3.742475728000000146e+01
2.338100000000000023e+02,0.000000000000000000e+00,9.457999999999999829e+01,1.978899999999999864e+02,4.567000000000000171e+00,9.470399999999999636e+02,8.521599999999999682e+02,1.400000000000000000e+01,2.213907435999999862e+01
3.590000000000000000e+02,1.900000000000000000e+01,1.410000000000000000e+02,1.540000000000000000e+02,1.091000000000000014e+01,9.420000000000000000e+02,8.010000000000000000e+02,2.800000000000000000e+01,6.293536927999999619e+01
3.750000000000000000e+02,9.379999999999999716e+01,0.000000000000000000e+00,1.265999999999999943e+02,2.339999999999999858e+01,8.521000000000000227e+02,9.926000000000000227e+02,7.000000000000000000e+00,4.569846927999999764e+01
1.985999999999999943e+02,1.324000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.783999999999999773e+02,8.255000000000000000e+02,7.000000000000000000e+00,1.463826495599999866e+01
2.850000000000000000e+02,1.900000000000000000e+02,0.000000000000000000e+00,1.630000000000000000e+02,7.599999999999999645e+00,1.031000000000000000e+03,6.850000000000000000e+02,2.800000000000000000e+01,5.357917995999999761e+01
2.618999999999999773e+02,1.105000000000000000e+02,8.609999999999999432e+01,1.954000000000000057e+02,5.000000000000000000e+00,8.952000000000000455e+02,7.326000000000000227e+02,2.800000000000000000e+01,3.371882378000000102e+01
1.490000000000000000e+02,1.530000000000000000e+02,1.940000000000000000e+02,1.920000000000000000e+02,8.000000000000000000e+00,9.350000000000000000e+02,6.230000000000000000e+02,2.800000000000000000e+01,2.457981939999999810e+01
1.448000000000000114e+02,0.000000000000000000e+00,1.335999999999999943e+02,1.808000000000000114e+02,1.109999999999999964e+01,9.795000000000000000e+02,8.115000000000000000e+02,2.800000000000000000e+01,1.320208644799999931e+01
2.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.090000000000000000e+03,7.690000000000000000e+02,7.000000000000000000e+00,1.891232667999999961e+01
1.688799999999999955e+02,4.221999999999999886e+01,1.242500000000000000e+02,1.583300000000000125e+02,1.083000000000000007e+01,1.080799999999999955e+03,7.961499999999999773e+02,3.000000000000000000e+00,7.398077479999999539e+00
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.666100000000000136e+02,9.880000000000000782e+00,1.079000000000000000e+03,7.988999999999999773e+02,2.800000000000000000e+01,2.484871503999999831e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+02,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,7.000000000000000000e+00,4.920100735999999841e+01
2.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.132000000000000455e+02,8.952999999999999545e+02,2.800000000000000000e+01,2.557335431599999964e+01
2.728000000000000114e+02,1.819000000000000057e+02,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,1.012399999999999977e+03,7.142999999999999545e+02,2.800000000000000000e+01,3.138150013999999999e+01
4.460000000000000000e+02,2.400000000000000000e+01,7.900000000000000000e+01,1.620000000000000000e+02,1.164000000000000057e+01,9.670000000000000000e+02,7.120000000000000000e+02,3.000000000000000000e+00,2.334565736000000058e+01
2.137199999999999989e+02,9.804999999999999716e+01,2.451000000000000156e+01,1.817100000000000080e+02,6.860000000000000320e+00,1.065799999999999955e+03,7.853799999999999955e+02,2.800000000000000000e+01,4.570536403999999919e+01
2.120000000000000000e+02,1.413000000000000114e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.733999999999999773e+02,7.500000000000000000e+02,3.000000000000000000e+00,6.808575499999999892e+00
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,7.750000000000000000e+02,2.800000000000000000e+01,2.733772339999999801e+01
2.380500000000000114e+02,0.000000000000000000e+00,9.410999999999999943e+01,1.866599999999999966e+02,7.000000000000000000e+00,9.499099999999999682e+02,8.470099999999999909e+02,5.600000000000000000e+01,3.958971191999999917e+01
2.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.040000000000000000e+03,7.340000000000000000e+02,7.000000000000000000e+00,3.095747240000000033e+01
2.770500000000000114e+02,0.000000000000000000e+00,9.739000000000000057e+01,1.605999999999999943e+02,1.183000000000000007e+01,9.738999999999999773e+02,8.756100000000000136e+02,1.000000000000000000e+02,5.564071320000000043e+01
2.149000000000000057e+02,5.379999999999999716e+01,1.218900000000000006e+02,1.556299999999999955e+02,9.609999999999999432e+00,1.014299999999999955e+03,7.805800000000000409e+02,3.000000000000000000e+00,1.801600788000000009e+01
1.650000000000000000e+02,1.285000000000000000e+02,1.320999999999999943e+02,1.750600000000000023e+02,8.080000000000000071e+00,1.005799999999999955e+03,7.466000000000000227e+02,1.400000000000000000e+01,3.308795323999999738e+01
2.957099999999999795e+02,0.000000000000000000e+00,9.564000000000000057e+01,1.715399999999999920e+02,8.869999999999999218e+00,9.551399999999999864e+02,8.592000000000000455e+02,5.600000000000000000e+01,4.871837415999999621e+01
3.130000000000000000e+02,0.000000000000000000e+00,1.130000000000000000e+02,1.780000000000000000e+02,8.000000000000000000e+00,1.002000000000000000e+03,6.890000000000000000e+02,2.800000000000000000e+01,3.680422887999999659e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.392999999999999972e+01,9.380000000000000000e+02,8.450000000000000000e+02,7.000000000000000000e+00,4.589841732000000007e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.160999999999999943e+01,9.380000000000000000e+02,8.450000000000000000e+02,2.800000000000000000e+01,4.668441995999999961e+01
3.558999999999999773e+02,0.000000000000000000e+00,1.415999999999999943e+02,1.933000000000000114e+02,1.100000000000000000e+01,8.013999999999999773e+02,7.783999999999999773e+02,2.800000000000000000e+01,4.086868989999999968e+01
1.906800000000000068e+02,0.000000000000000000e+00,1.254000000000000057e+02,1.621399999999999864e+02,7.769999999999999574e+00,1.090000000000000000e+03,8.040099999999999909e+02,5.600000000000000000e+01,3.534253976000000108e+01
4.240000000000000000e+02,2.200000000000000000e+01,1.320000000000000000e+02,1.780000000000000000e+02,8.480000000000000426e+00,8.220000000000000000e+02,7.500000000000000000e+02,5.600000000000000000e+01,6.569721314581202876e+01
3.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.012000000000000000e+03,8.300000000000000000e+02,7.000000000000000000e+00,1.724379476000000011e+01
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.618499999999999943e+02,9.880000000000000782e+00,1.088099999999999909e+03,8.025900000000000318e+02,3.000000000000000000e+00,9.445821199999999251e+00
2.518100000000000023e+02,0.000000000000000000e+00,9.993999999999999773e+01,1.461399999999999864e+02,1.234999999999999964e+01,1.006000000000000000e+03,8.997599999999999909e+02,2.800000000000000000e+01,3.394290347999999824e+01
1.510000000000000000e+02,0.000000000000000000e+00,1.840000000000000000e+02,1.670000000000000000e+02,1.200000000000000000e+01,9.910000000000000000e+02,7.720000000000000000e+02,2.800000000000000000e+01,1.556836807999999905e+01
3.325000000000000000e+02,1.425000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,2.700000000000000000e+02,4.026953525600000461e+01
1.738100000000000023e+02,9.337000000000000455e+01,1.599000000000000057e+02,1.723400000000000034e+02,9.730000000000000426e+00,1.007200000000000045e+03,7.466000000000000227e+02,3.000000000000000000e+00,1.581657943999999993e+01
2.645000000000000000e+02,1.110000000000000000e+02,8.650000000000000000e+01,1.955000000000000000e+02,5.900000000000000355e+00,8.326000000000000227e+02,7.903999999999999773e+02,2.800000000000000000e+01,4.154230795199999449e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.432000000000000028e+01,9.380000000000000000e+02,8.450000000000000000e+02,2.800000000000000000e+01,5.023522135999999705e+01
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,7.750000000000000000e+02,5.600000000000000000e+01,2.997841647999999992e+01
1.780300000000000011e+02,1.298000000000000114e+02,1.185999999999999943e+02,1.799399999999999977e+02,3.569999999999999840e+00,1.007299999999999955e+03,7.467999999999999545e+02,3.000000000000000000e+00,2.072564855999999978e+01
2.182299999999999898e+02,5.464000000000000057e+01,1.237800000000000011e+02,1.407500000000000000e+02,1.191000000000000014e+01,1.075700000000000045e+03,7.926699999999999591e+02,3.000000000000000000e+00,2.742046051999999889e+01
2.338100000000000023e+02,0.000000000000000000e+00,9.457999999999999829e+01,1.978899999999999864e+02,4.567000000000000171e+00,9.470399999999999636e+02,8.521599999999999682e+02,5.600000000000000000e+01,2.766177712000000000e+01
1.430000000000000000e+02,1.694000000000000057e+02,1.426999999999999886e+02,1.906999999999999886e+02,8.400000000000000355e+00,9.673999999999999773e+02,6.435000000000000000e+02,2.800000000000000000e+01,2.972606826399999491e+01
2.120000000000000000e+02,0.000000000000000000e+00,1.247800000000000011e+02,1.590000000000000000e+02,7.839999999999999858e+00,1.085400000000000091e+03,7.995399999999999636e+02,5.600000000000000000e+01,4.508483564000000143e+01
2.880000000000000000e+02,1.210000000000000000e+02,0.000000000000000000e+00,1.770000000000000000e+02,7.000000000000000000e+00,9.080000000000000000e+02,8.290000000000000000e+02,2.800000000000000000e+01,4.213387835999999709e+01
2.971600000000000250e+02,0.000000000000000000e+00,1.175400000000000063e+02,1.748000000000000114e+02,9.519999999999999574e+00,1.022799999999999955e+03,7.534500000000000455e+02,5.600000000000000000e+01,5.195891136000000188e+01
2.135000000000000000e+02,0.000000000000000000e+00,1.742400000000000091e+02,1.592100000000000080e+02,1.166000000000000014e+01,1.043599999999999909e+03,7.718999999999999773e+02,3.000000000000000000e+00,1.560973663999999950e+01
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.050000000000000000e+03,7.700000000000000000e+02,2.800000000000000000e+01,3.429453623999999934e+01
2.978000000000000114e+02,1.371999999999999886e+02,1.069000000000000057e+02,2.013000000000000114e+02,6.000000000000000000e+00,8.783999999999999773e+02,6.552999999999999545e+02,2.800000000000000000e+01,5.352471135599999741e+01
1.413000000000000114e+02,2.120000000000000000e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.717999999999999545e+02,7.485000000000000000e+02,3.000000000000000000e+00,4.827710952000000333e+00
5.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.620000000000000000e+02,8.199999999999999289e+00,8.010000000000000000e+02,8.020000000000000000e+02,2.800000000000000000e+01,4.136856000000000222e+01
2.501999999999999886e+02,1.668000000000000114e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.776000000000000227e+02,6.941000000000000227e+02,3.000000000000000000e+00,9.731264263999999997e+00
1.673499999999999943e+02,1.299000000000000057e+02,1.286200000000000045e+02,1.754600000000000080e+02,7.790000000000000036e+00,1.006299999999999955e+03,7.466000000000000227e+02,1.400000000000000000e+01,3.181242263999999764e+01
3.133000000000000114e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.785000000000000000e+02,8.000000000000000000e+00,1.001899999999999977e+03,6.887000000000000455e+02,2.800000000000000000e+01,4.105346946800000296e+01
5.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,1.800000000000000000e+02,6.192183955999999512e+01
3.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,7.390000000000000000e+02,2.800000000000000000e+01,3.742475728000000146e+01
1.660000000000000000e+02,2.596999999999999886e+02,0.000000000000000000e+00,1.831999999999999886e+02,1.269999999999999929e+01,8.587999999999999545e+02,8.267999999999999545e+02,2.800000000000000000e+01,3.791704314399999731e+01
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,7.750000000000000000e+02,1.800000000000000000e+02,3.272253096000000028e+01
1.673499999999999943e+02,1.299000000000000057e+02,1.286200000000000045e+02,1.754600000000000080e+02,7.790000000000000036e+00,1.006299999999999955e+03,7.466000000000000227e+02,3.000000000000000000e+00,1.494094491999999974e+01
5.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,2.800000000000000000e+01,4.409199019999999791e+01
1.478000000000000114e+02,1.750999999999999943e+02,0.000000000000000000e+00,1.711999999999999886e+02,2.200000000000000178e+00,1.000000000000000000e+03,8.285000000000000000e+02,2.800000000000000000e+01,2.692265884800000109e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.514000000000000057e+02,1.860000000000000142e+01,9.360000000000000000e+02,8.037000000000000455e+02,5.600000000000000000e+01,6.490037587999999857e+01
2.500000000000000000e+02,0.000000000000000000e+00,9.568999999999999773e+01,1.874199999999999875e+02,5.530000000000000249e+00,9.568600000000000136e+02,8.611699999999999591e+02,2.800000000000000000e+01,2.921999287999999950e+01
1.550000000000000000e+02,0.000000000000000000e+00,1.430000000000000000e+02,1.930000000000000000e+02,9.000000000000000000e+00,1.047000000000000000e+03,6.970000000000000000e+02,2.800000000000000000e+01,1.245883131999999982e+01
1.861999999999999886e+02,1.240999999999999943e+02,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,1.083400000000000091e+03,7.642999999999999545e+02,7.000000000000000000e+00,7.995853172000000342e+00
2.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,0.000000000000000000e+00,1.111000000000000000e+03,7.840000000000000000e+02,7.000000000000000000e+00,1.371367764000000022e+01
1.330000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.273999999999999773e+02,8.392000000000000455e+02,7.000000000000000000e+00,1.366403536799999863e+01
2.771899999999999977e+02,9.781999999999999318e+01,2.446000000000000085e+01,1.606999999999999886e+02,1.118999999999999950e+01,1.061700000000000045e+03,7.824600000000000364e+02,2.800000000000000000e+01,6.314221208000000019e+01
